# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          6.951
 8.8571      0.026          8.524
 8.7857      0.032         10.072
 8.7143      0.038         11.592
 8.6429      0.045         13.079
 8.5714      0.051         14.526
 8.5000      0.057         15.924
 8.4286      0.063         17.261
 8.3571      0.069         18.518
 8.2857      0.075         19.666
 8.2143      0.082         20.655
 8.1429      0.088         21.381
 8.0714      0.094         21.575
 8.0000      0.100         19.640
