# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.146
 8.8571      0.026         11.388
 8.7857      0.032         14.588
 8.7143      0.038         17.739
 8.6429      0.045         20.833
 8.5714      0.051         23.857
 8.5000      0.057         26.796
 8.4286      0.063         29.627
 8.3571      0.069         32.316
 8.2857      0.075         34.810
 8.2143      0.082         37.013
 8.1429      0.088         38.726
 8.0714      0.094         39.391
 8.0000      0.100         33.410
