# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.053
 8.8571      0.026         10.731
 8.7857      0.032         13.370
 8.7143      0.038         15.965
 8.6429      0.045         18.507
 8.5714      0.051         20.987
 8.5000      0.057         23.388
 8.4286      0.063         25.693
 8.3571      0.069         27.870
 8.2857      0.075         29.874
 8.2143      0.082         31.620
 8.1429      0.088         32.941
 8.0714      0.094         33.376
 8.0000      0.100         29.428
