# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020         12.515
 8.8571      0.026         16.097
 8.7857      0.032         19.634
 8.7143      0.038         23.119
 8.6429      0.045         26.542
 8.5714      0.051         29.889
 8.5000      0.057         33.144
 8.4286      0.063         36.280
 8.3571      0.069         39.261
 8.2857      0.075         42.025
 8.2143      0.082         44.465
 8.1429      0.088         46.354
 8.0714      0.094         47.048
 8.0000      0.100         40.093
