# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          5.303
 8.8571      0.026          7.237
 8.7857      0.032          9.145
 8.7143      0.038         11.022
 8.6429      0.045         12.862
 8.5714      0.051         14.658
 8.5000      0.057         16.401
 8.4286      0.063         18.075
 8.3571      0.069         19.661
 8.2857      0.075         21.124
 8.2143      0.082         22.407
 8.1429      0.088         23.388
 8.0714      0.094         23.734
 8.0000      0.100         20.604
