# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.877
 8.8571      0.026         10.123
 8.7857      0.032         11.344
 8.7143      0.038         12.540
 8.6429      0.045         13.706
 8.5714      0.051         14.840
 8.5000      0.057         15.936
 8.4286      0.063         16.990
 8.3571      0.069         17.993
 8.2857      0.075         18.936
 8.2143      0.082         19.805
 8.1429      0.088         20.582
 8.0714      0.094         21.237
 8.0000      0.100         21.720
