# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.004
 8.8571      0.026         10.729
 8.7857      0.032         13.417
 8.7143      0.038         16.061
 8.6429      0.045         18.654
 8.5714      0.051         21.185
 8.5000      0.057         23.640
 8.4286      0.063         26.000
 8.3571      0.069         28.234
 8.2857      0.075         30.296
 8.2143      0.082         32.101
 8.1429      0.088         33.480
 8.0714      0.094         33.956
 8.0000      0.100         29.505
