# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.828
 8.8571      0.026         10.333
 8.7857      0.032         12.802
 8.7143      0.038         15.230
 8.6429      0.045         17.610
 8.5714      0.051         19.931
 8.5000      0.057         22.180
 8.4286      0.063         24.340
 8.3571      0.069         26.381
 8.2857      0.075         28.260
 8.2143      0.082         29.899
 8.1429      0.088         31.140
 8.0714      0.094         31.548
 8.0000      0.100         27.725
