# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.884
 8.8571      0.026         10.133
 8.7857      0.032         12.348
 8.7143      0.038         14.526
 8.6429      0.045         16.658
 8.5714      0.051         18.737
 8.5000      0.057         20.749
 8.4286      0.063         22.678
 8.3571      0.069         24.499
 8.2857      0.075         26.169
 8.2143      0.082         27.620
 8.1429      0.088         28.706
 8.0714      0.094         29.038
 8.0000      0.100         25.856
