# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          6.914
 8.8571      0.026          8.452
 8.7857      0.032          9.966
 8.7143      0.038         11.450
 8.6429      0.045         12.900
 8.5714      0.051         14.309
 8.5000      0.057         15.668
 8.4286      0.063         16.966
 8.3571      0.069         18.182
 8.2857      0.075         19.290
 8.2143      0.082         20.239
 8.1429      0.088         20.932
 8.0714      0.094         21.125
 8.0000      0.100         19.561
