# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.843
 8.8571      0.026         11.404
 8.7857      0.032         14.921
 8.7143      0.038         18.385
 8.6429      0.045         21.789
 8.5714      0.051         25.120
 8.5000      0.057         28.360
 8.4286      0.063         31.485
 8.3571      0.069         34.460
 8.2857      0.075         37.228
 8.2143      0.082         39.685
 8.1429      0.088         41.621
 8.0714      0.094         42.430
 8.0000      0.100         35.408
