# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020         10.261
 8.8571      0.026         12.662
 8.7857      0.032         15.029
 8.7143      0.038         17.357
 8.6429      0.045         19.639
 8.5714      0.051         21.866
 8.5000      0.057         24.024
 8.4286      0.063         26.094
 8.3571      0.069         28.051
 8.2857      0.075         29.850
 8.2143      0.082         31.414
 8.1429      0.088         32.586
 8.0714      0.094         32.928
 8.0000      0.100         29.133
