# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.238
 8.8571      0.026          8.716
 8.7857      0.032         10.170
 8.7143      0.038         11.595
 8.6429      0.045         12.986
 8.5714      0.051         14.338
 8.5000      0.057         15.642
 8.4286      0.063         16.884
 8.3571      0.069         18.049
 8.2857      0.075         19.106
 8.2143      0.082         20.011
 8.1429      0.088         20.668
 8.0714      0.094         20.847
 8.0000      0.100         19.428
