# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.603
 8.8571      0.026         11.920
 8.7857      0.032         15.193
 8.7143      0.038         18.417
 8.6429      0.045         21.581
 8.5714      0.051         24.674
 8.5000      0.057         27.678
 8.4286      0.063         30.572
 8.3571      0.069         33.319
 8.2857      0.075         35.865
 8.2143      0.082         38.112
 8.1429      0.088         39.854
 8.0714      0.094         40.519
 8.0000      0.100         34.482
