# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.235
 8.8571      0.026         11.643
 8.7857      0.032         15.008
 8.7143      0.038         18.323
 8.6429      0.045         21.579
 8.5714      0.051         24.763
 8.5000      0.057         27.859
 8.4286      0.063         30.844
 8.3571      0.069         33.682
 8.2857      0.075         36.318
 8.2143      0.082         38.652
 8.1429      0.088         40.479
 8.0714      0.094         41.212
 8.0000      0.100         34.684
