# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.946
 8.8571      0.026         10.281
 8.7857      0.032         12.581
 8.7143      0.038         14.842
 8.6429      0.045         17.058
 8.5714      0.051         19.217
 8.5000      0.057         21.308
 8.4286      0.063         23.314
 8.3571      0.069         25.207
 8.2857      0.075         26.946
 8.2143      0.082         28.458
 8.1429      0.088         29.594
 8.0714      0.094         29.947
 8.0000      0.100         26.569
