# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.139
 8.8571      0.026         11.727
 8.7857      0.032         15.271
 8.7143      0.038         18.762
 8.6429      0.045         22.191
 8.5714      0.051         25.546
 8.5000      0.057         28.810
 8.4286      0.063         31.958
 8.3571      0.069         34.954
 8.2857      0.075         37.739
 8.2143      0.082         40.211
 8.1429      0.088         42.155
 8.0714      0.094         42.959
 8.0000      0.100         35.926
