# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.742
 8.8571      0.026         12.351
 8.7857      0.032         15.915
 8.7143      0.038         19.426
 8.6429      0.045         22.875
 8.5714      0.051         26.247
 8.5000      0.057         29.527
 8.4286      0.063         32.690
 8.3571      0.069         35.698
 8.2857      0.075         38.492
 8.2143      0.082         40.969
 8.1429      0.088         42.908
 8.0714      0.094         43.690
 8.0000      0.100         36.717
