# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          5.347
 8.8571      0.026          7.275
 8.7857      0.032          9.174
 8.7143      0.038         11.042
 8.6429      0.045         12.871
 8.5714      0.051         14.654
 8.5000      0.057         16.382
 8.4286      0.063         18.040
 8.3571      0.069         19.605
 8.2857      0.075         21.046
 8.2143      0.082         22.302
 8.1429      0.088         23.254
 8.0714      0.094         23.576
 8.0000      0.100         20.807
