# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          6.702
 8.8571      0.026          8.307
 8.7857      0.032          9.884
 8.7143      0.038         11.428
 8.6429      0.045         12.935
 8.5714      0.051         14.397
 8.5000      0.057         15.805
 8.4286      0.063         17.145
 8.3571      0.069         18.400
 8.2857      0.075         19.540
 8.2143      0.082         20.518
 8.1429      0.088         21.241
 8.0714      0.094         21.493
 8.0000      0.100         20.365
