# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.196
 8.8571      0.026         11.463
 8.7857      0.032         14.688
 8.7143      0.038         17.863
 8.6429      0.045         20.979
 8.5714      0.051         24.026
 8.5000      0.057         26.985
 8.4286      0.063         29.836
 8.3571      0.069         32.543
 8.2857      0.075         35.052
 8.2143      0.082         37.266
 8.1429      0.088         38.986
 8.0714      0.094         39.648
 8.0000      0.100         33.701
