# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.903
 8.8571      0.026          9.910
 8.7857      0.032         11.887
 8.7143      0.038         13.828
 8.6429      0.045         15.728
 8.5714      0.051         17.577
 8.5000      0.057         19.365
 8.4286      0.063         21.077
 8.3571      0.069         22.688
 8.2857      0.075         24.161
 8.2143      0.082         25.434
 8.1429      0.088         26.376
 8.0714      0.094         26.645
 8.0000      0.100         24.085
