# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.145
 8.8571      0.026         11.167
 8.7857      0.032         14.148
 8.7143      0.038         17.081
 8.6429      0.045         19.956
 8.5714      0.051         22.763
 8.5000      0.057         25.486
 8.4286      0.063         28.102
 8.3571      0.069         30.580
 8.2857      0.075         32.867
 8.2143      0.082         34.872
 8.1429      0.088         36.407
 8.0714      0.094         36.952
 8.0000      0.100         32.059
