# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.878
 8.8571      0.026          9.961
 8.7857      0.032         12.012
 8.7143      0.038         14.028
 8.6429      0.045         16.000
 8.5714      0.051         17.922
 8.5000      0.057         19.780
 8.4286      0.063         21.560
 8.3571      0.069         23.236
 8.2857      0.075         24.771
 8.2143      0.082         26.099
 8.1429      0.088         27.086
 8.0714      0.094         27.373
 8.0000      0.100         24.626
