# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.816
 8.8571      0.026          9.607
 8.7857      0.032         11.370
 8.7143      0.038         13.100
 8.6429      0.045         14.791
 8.5714      0.051         16.437
 8.5000      0.057         18.026
 8.4286      0.063         19.544
 8.3571      0.069         20.970
 8.2857      0.075         22.271
 8.2143      0.082         23.389
 8.1429      0.088         24.209
 8.0714      0.094         24.432
 8.0000      0.100         22.381
