 lambda   Irr_dw            Rad_up 
 630.512  1.3839765759e+00  5.9850895439e-02 
 631.338  1.3768849939e+00  5.9645573212e-02 
 632.164  1.3733249110e+00  5.9583974575e-02 
 632.991  1.3737648712e+00  5.9710206982e-02 
 633.817  1.3744321344e+00  5.9848784045e-02 
 634.643  1.3726164953e+00  5.9859989398e-02 
 635.470  1.3703784747e+00  5.9832575040e-02 
 636.296  1.3716924057e+00  5.9951720210e-02 
 637.122  1.3766894149e+00  6.0228110901e-02 
 637.948  1.3801209614e+00  6.0428605158e-02 
 638.775  1.3771957607e+00  6.0343217057e-02 
 639.601  1.3692205927e+00  6.0031433943e-02 
 640.427  1.3615198566e+00  5.9718365646e-02 
 641.253  1.3576337380e+00  5.9541380556e-02 
 642.079  1.3573510984e+00  5.9477022739e-02 
 642.905  1.3584303022e+00  5.9418180082e-02 
 643.732  1.3583724953e+00  5.9236891227e-02 
 644.558  1.3558395058e+00  5.8841116094e-02 
 645.384  1.3518563472e+00  5.8260130987e-02 
 646.210  1.3493685779e+00  5.7678109459e-02 
 647.036  1.3496516378e+00  5.7277007331e-02 
 647.862  1.3493626726e+00  5.7043997758e-02 
 648.688  1.3442657413e+00  5.6846451600e-02 
 649.514  1.3365198076e+00  5.6690739895e-02 
 650.340  1.3337178257e+00  5.6735413934e-02 
 651.166  1.3384085851e+00  5.6995978253e-02 
 651.992  1.3442715031e+00  5.7247123001e-02 
 652.818  1.3427793095e+00  5.7187643812e-02 
 653.644  1.3273052069e+00  5.6516726234e-02 
 654.470  1.2951224911e+00  5.5093374947e-02 
 655.296  1.2549024191e+00  5.3332702274e-02 
 656.122  1.2283489959e+00  5.2224528459e-02 
 656.948  1.2323487013e+00  5.2503365564e-02 
 657.774  1.2606790409e+00  5.3870219628e-02 
 658.599  1.2924097121e+00  5.5389918359e-02 
 659.425  1.3141583722e+00  5.6472006849e-02 
 660.251  1.3258851919e+00  5.7112843854e-02 
 661.077  1.3318272946e+00  5.7483518485e-02 
 661.903  1.3335469998e+00  5.7630246202e-02 
 662.728  1.3310348500e+00  5.7547559778e-02 
 663.554  1.3261216972e+00  5.7335211688e-02 
 664.380  1.3220592265e+00  5.7158998473e-02 
 665.206  1.3200628508e+00  5.7081823250e-02 
 666.031  1.3187270437e+00  5.7039629154e-02 
 666.857  1.3172934391e+00  5.6994793653e-02 
 667.683  1.3168003435e+00  5.6988466055e-02 
 668.508  1.3171062540e+00  5.7005800471e-02 
 669.334  1.3158892874e+00  5.6937870469e-02 
1182.792  4.3038733995e-01  1.4046510264e-02 
1188.701  4.2575441958e-01  1.3904664113e-02 
1194.595  4.2932746386e-01  1.4197092339e-02 
1200.475  4.1809417397e-01  1.3688481770e-02 
1206.341  4.1779133806e-01  1.3956627231e-02 
1212.193  4.1310258663e-01  1.3755340886e-02 
1218.030  4.1277962456e-01  1.4104531768e-02 
1223.854  4.0828501843e-01  1.4069442600e-02 
1229.663  4.0469508874e-01  1.4229314922e-02 
1235.458  4.0047117934e-01  1.4255461273e-02 
1241.240  3.9529519244e-01  1.4176053390e-02 
1247.008  3.9171457941e-01  1.4024668359e-02 
1252.762  3.8576217657e-01  1.3569633560e-02 
1258.503  3.8002453403e-01  1.2924605489e-02 
1264.230  3.7089188402e-01  1.2118219625e-02 
1269.944  3.6775195990e-01  1.2009994686e-02 
1275.644  3.6941939410e-01  1.2381540994e-02 
1281.331  3.4537875060e-01  1.1786004600e-02 
1287.004  3.6215108443e-01  1.2408455582e-02 
1292.665  3.6022415758e-01  1.2100100791e-02 
1298.312  3.5723477044e-01  1.1639475237e-02 
1503.952  2.3807298827e-01  4.3919548960e-03 
1509.148  2.4960293766e-01  4.9075070077e-03 
1514.333  2.4735973249e-01  5.0481365284e-03 
1519.509  2.4675136758e-01  5.1290904687e-03 
1524.675  2.4463216479e-01  5.3020039371e-03 
1529.831  2.4051359646e-01  5.2292463239e-03 
1534.978  2.4051248196e-01  5.1918942742e-03 
1540.114  2.3657249248e-01  5.2800140994e-03 
1545.242  2.3933723209e-01  5.4323927014e-03 
1550.360  2.3505939933e-01  5.4470850044e-03 
1555.468  2.3041155938e-01  5.3519374528e-03 
1560.567  2.3196750374e-01  5.5598413954e-03 
1565.657  2.2730936025e-01  5.4321085791e-03 
1570.738  2.2345146979e-01  5.3636183362e-03 
1575.809  2.1305999352e-01  5.2334538732e-03 
1580.872  2.2027695330e-01  5.3828165050e-03 
1585.926  2.1817995482e-01  5.4671586194e-03 
1590.971  2.1021978167e-01  5.3704784791e-03 
1596.007  2.1541946175e-01  5.5508697102e-03 
1601.035  2.1161910475e-01  5.4628602763e-03 
1606.054  2.1042397232e-01  5.5967331212e-03 
1611.064  2.0504252978e-01  5.4192625889e-03 
1616.066  2.0524328118e-01  5.4268127506e-03 
1621.060  2.0521388871e-01  5.5775793710e-03 
1626.045  2.0880787849e-01  5.7492961719e-03 
1631.023  2.0699461846e-01  5.7190571617e-03 
1635.992  2.0149798202e-01  5.4284057771e-03 
1640.954  1.9347765963e-01  5.1147891657e-03 
1645.907  1.9668084696e-01  5.3944803673e-03 
1650.852  1.9631046627e-01  5.4101580988e-03 
1655.790  1.9636567775e-01  5.4449099623e-03 
1660.720  1.9576477649e-01  5.4248182848e-03 
1665.643  1.9156377188e-01  5.1783160672e-03 
1670.558  1.8984060796e-01  5.3009621585e-03 
1675.466  1.8619567303e-01  5.3948268306e-03 
1680.366  1.7719877765e-01  5.1695819101e-03 
1685.259  1.8288376331e-01  5.3181087921e-03 
1690.145  1.8245827318e-01  5.2245322920e-03 
1695.024  1.8275922993e-01  5.2613299302e-03 
1699.896  1.7977496927e-01  5.0551246573e-03 
