# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.915
 8.8571      0.026         10.712
 8.7857      0.032         13.471
 8.7143      0.038         16.185
 8.6429      0.045         18.847
 8.5714      0.051         21.447
 8.5000      0.057         23.970
 8.4286      0.063         26.395
 8.3571      0.069         28.693
 8.2857      0.075         30.816
 8.2143      0.082         32.678
 8.1429      0.088         34.106
 8.0714      0.094         34.612
 8.0000      0.100         29.929
