# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.155
 8.8571      0.026         11.439
 8.7857      0.032         14.681
 8.7143      0.038         17.873
 8.6429      0.045         21.008
 8.5714      0.051         24.072
 8.5000      0.057         27.049
 8.4286      0.063         29.918
 8.3571      0.069         32.643
 8.2857      0.075         35.170
 8.2143      0.082         37.403
 8.1429      0.088         39.141
 8.0714      0.094         39.818
 8.0000      0.100         33.748
