 lambda   Irr_dw            Rad_up 
 550.000  1.5573830700e+00  7.6424919130e-02 
 551.000  1.5470711900e+00  7.5759979250e-02 
 552.000  1.6130879000e+00  7.8932937620e-02 
 553.000  1.5493415800e+00  7.5632850650e-02 
 554.000  1.5994004600e+00  7.7996253970e-02 
 555.000  1.6033744000e+00  7.7975830080e-02 
 556.000  1.5587040600e+00  7.5599441530e-02 
 557.000  1.5120676800e+00  7.3268859860e-02 
 558.000  1.5691198500e+00  7.5828636170e-02 
 559.000  1.4828270900e+00  7.1520408630e-02 
 560.000  1.4890812000e+00  7.1747344970e-02 
 561.000  1.6363410100e+00  7.8620635990e-02 
 562.000  1.5021976800e+00  7.2070594790e-02 
 563.000  1.5715431400e+00  7.5191101070e-02 
 564.000  1.5494852300e+00  7.3873847960e-02 
 565.000  1.5682553100e+00  7.4668601990e-02 
 566.000  1.4459806000e+00  6.8655822750e-02 
 567.000  1.5523706500e+00  7.3377075200e-02 
 568.000  1.5529410000e+00  7.2747138980e-02 
 569.000  1.5315117300e+00  7.0551193240e-02 
 570.000  1.5380377500e+00  7.0841476440e-02 
 571.000  1.4769670900e+00  6.8622932430e-02 
 572.000  1.5679280900e+00  7.2097587590e-02 
 573.000  1.5827854400e+00  7.2887664790e-02 
 574.000  1.5736969500e+00  7.2396316530e-02 
 575.000  1.5358078000e+00  7.0484001160e-02 
 576.000  1.5081468500e+00  6.9106163020e-02 
 577.000  1.5688719100e+00  7.1924148560e-02 
 578.000  1.5203365900e+00  6.9989768980e-02 
 579.000  1.5064878300e+00  6.9405372620e-02 
 580.000  1.5563905100e+00  7.1922622680e-02 
 581.000  1.5252116300e+00  7.0641128540e-02 
 582.000  1.5461856300e+00  7.1527420040e-02 
 583.000  1.5560903300e+00  7.2021423340e-02 
 584.000  1.5504128300e+00  7.1588859560e-02 
 585.000  1.5397771500e+00  7.0951652530e-02 
 586.000  1.4732837300e+00  6.7833442690e-02 
 587.000  1.5339670000e+00  7.0075920100e-02 
 588.000  1.5320941000e+00  6.8602523800e-02 
 589.000  1.3774110300e+00  6.0060066220e-02 
 590.000  1.4393965000e+00  6.2641540530e-02 
 591.000  1.5148009300e+00  6.6899894710e-02 
 592.000  1.4933792600e+00  6.5208869930e-02 
 593.000  1.4926218100e+00  6.6312072750e-02 
 594.000  1.5099229100e+00  6.6735565190e-02 
 595.000  1.4925469600e+00  6.4994674680e-02 
 596.000  1.5127887000e+00  6.7091682430e-02 
 597.000  1.5208452200e+00  6.6981307980e-02 
 598.000  1.4828551500e+00  6.5805564880e-02 
 599.000  1.4803590100e+00  6.5855232240e-02 
 600.000  1.4744418700e+00  6.6069374080e-02 
 601.000  1.4619877600e+00  6.5858932500e-02 
 602.000  1.4444890600e+00  6.5089256290e-02 
 603.000  1.4517234100e+00  6.5532806400e-02 
 604.000  1.4964295100e+00  6.7691543580e-02 
 605.000  1.4919895600e+00  6.7359268190e-02 
 606.000  1.4744639800e+00  6.6594970700e-02 
 607.000  1.4659817800e+00  6.6111503600e-02 
 608.000  1.4604714600e+00  6.5735420230e-02 
 609.000  1.4453826800e+00  6.5014549260e-02 
 610.000  1.4221300800e+00  6.3847427370e-02 
 611.000  1.4451283100e+00  6.4823043820e-02 
 612.000  1.4262575700e+00  6.3930061340e-02 
 613.000  1.4053814000e+00  6.2886486050e-02 
 614.000  1.3541410800e+00  6.0565681460e-02 
 615.000  1.4195340500e+00  6.3345199580e-02 
 616.000  1.3497130600e+00  6.0211135860e-02 
 617.000  1.3573976800e+00  6.0497913360e-02 
 618.000  1.4215426900e+00  6.3185085300e-02 
 619.000  1.4086951000e+00  6.2616050720e-02 
 620.000  1.4297186400e+00  6.3374061580e-02 
 621.000  1.4546033300e+00  6.4414169310e-02 
 622.000  1.3781981300e+00  6.0915927890e-02 
 623.000  1.3894213200e+00  6.1198471070e-02 
 624.000  1.3913566000e+00  6.1294857030e-02 
 625.000  1.3540973700e+00  5.9593910220e-02 
 626.000  1.3620226200e+00  5.9691051480e-02 
 627.000  1.3905070800e+00  6.0350616460e-02 
 628.000  1.3970216600e+00  5.8967460630e-02 
 629.000  1.4179558000e+00  6.0521556850e-02 
 630.000  1.3670563800e+00  5.8716243740e-02 
 631.000  1.4128874700e+00  6.0832977290e-02 
 632.000  1.3182471600e+00  5.6509326930e-02 
 633.000  1.4084557300e+00  6.0794425960e-02 
 634.000  1.3638284600e+00  5.9029975890e-02 
 635.000  1.3883425000e+00  6.0102287290e-02 
 636.000  1.3380668600e+00  5.8005126950e-02 
 637.000  1.3813967200e+00  5.9937618260e-02 
 638.000  1.4001372400e+00  6.0925846100e-02 
 639.000  1.3882834300e+00  6.0263244630e-02 
 640.000  1.3432911800e+00  5.8545623780e-02 
 641.000  1.3625385500e+00  5.9328575130e-02 
 642.000  1.3451721600e+00  5.8602336880e-02 
 643.000  1.3703702500e+00  5.9488403320e-02 
 644.000  1.3545668600e+00  5.8677066800e-02 
 645.000  1.3687974300e+00  5.9103626250e-02 
 646.000  1.3265575700e+00  5.6271980290e-02 
 647.000  1.3518364000e+00  5.6675086980e-02 
 648.000  1.3574047100e+00  5.6385520940e-02 
 649.000  1.3774148500e+00  5.7547054290e-02 
 650.000  1.2640365300e+00  5.3753074650e-02 
 651.000  1.3617149600e+00  5.7864120480e-02 
 652.000  1.3471407000e+00  5.6314601900e-02 
 653.000  1.3608052600e+00  5.7875835420e-02 
 654.000  1.3445553000e+00  5.6907516480e-02 
 655.000  1.3139143500e+00  5.5185451510e-02 
 656.000  1.1141770900e+00  4.6847621920e-02 
 657.000  1.1869143300e+00  5.0061893460e-02 
 658.000  1.3176781400e+00  5.5983520510e-02 
 659.000  1.3183282000e+00  5.6154624940e-02 
 660.000  1.3276160900e+00  5.6630798340e-02 
 661.000  1.3302165700e+00  5.7050045010e-02 
 662.000  1.3479023100e+00  5.7918121340e-02 
 663.000  1.3333181400e+00  5.7168289180e-02 
 664.000  1.3116216200e+00  5.6243461610e-02 
 665.000  1.3169642500e+00  5.6455459590e-02 
 666.000  1.3322510100e+00  5.7221702580e-02 
 667.000  1.3053992100e+00  5.5982074740e-02 
 668.000  1.3122640600e+00  5.6382492070e-02 
 669.000  1.3308817300e+00  5.7216831210e-02 
 670.000  1.3148424200e+00  5.6381278990e-02 
 671.000  1.3007448700e+00  5.5778163910e-02 
 672.000  1.2964364500e+00  5.5545898440e-02 
 673.000  1.3056415500e+00  5.5876060490e-02 
 674.000  1.3081144800e+00  5.5958358760e-02 
 675.000  1.2880575400e+00  5.5019088750e-02 
 676.000  1.3123145900e+00  5.6034294130e-02 
 677.000  1.2861417600e+00  5.4903011320e-02 
 678.000  1.3073504900e+00  5.5740970610e-02 
 679.000  1.2889141700e+00  5.4852508540e-02 
 680.000  1.2794690000e+00  5.4390430450e-02 
 681.000  1.2814447300e+00  5.4368778230e-02 
 682.000  1.2789966200e+00  5.4142951970e-02 
 683.000  1.2876944600e+00  5.4388336180e-02 
 684.000  1.2654601500e+00  5.3385967250e-02 
 685.000  1.2791458400e+00  5.3918472290e-02 
 686.000  1.2258982200e+00  5.1255161290e-02 
 687.000  1.2267993300e+00  4.6852115630e-02 
 688.000  1.2277217300e+00  4.8001522060e-02 
 689.000  1.2312576500e+00  4.7861740110e-02 
 690.000  1.2372161000e+00  4.8686626430e-02 
 691.000  1.2421992500e+00  4.9678909300e-02 
 692.000  1.2347352700e+00  4.9790096280e-02 
 693.000  1.2429158000e+00  4.9257900240e-02 
 694.000  1.2565747600e+00  4.9109157560e-02 
 695.000  1.2335666500e+00  4.8614746090e-02 
 696.000  1.2473767900e+00  4.9413257600e-02 
 697.000  1.2463068100e+00  5.1008876800e-02 
 698.000  1.2240027400e+00  4.9649059300e-02 
 699.000  1.2498677300e+00  4.9325546260e-02 
 700.000  1.2349122500e+00  4.8892406460e-02 
 701.000  1.2079728400e+00  4.7480491640e-02 
 702.000  1.2017562800e+00  4.7418800350e-02 
 703.000  1.2163522600e+00  4.9022727970e-02 
 704.000  1.2198466800e+00  4.9217098240e-02 
 705.000  1.2303711900e+00  4.9134250640e-02 
 706.000  1.2172264000e+00  4.8682838440e-02 
 707.000  1.1985992500e+00  4.8091491700e-02 
 708.000  1.2330855000e+00  4.9650188450e-02 
 709.000  1.1885571200e+00  4.8198146820e-02 
 710.000  1.2168220700e+00  4.8848030090e-02 
 711.000  1.2038234100e+00  4.8706871030e-02 
 712.000  1.1863714800e+00  4.8385871890e-02 
 713.000  1.1819728800e+00  4.7856365200e-02 
 714.000  1.2022985900e+00  4.8488162990e-02 
 715.000  1.1611490900e+00  4.6310100560e-02 
 716.000  1.1922683600e+00  4.7024250030e-02 
 717.000  1.1625913800e+00  4.3382030490e-02 
 718.000  1.1564343300e+00  4.1701858520e-02 
 719.000  1.1431183400e+00  4.0633266450e-02 
 720.000  1.1514524400e+00  4.0262916560e-02 
 721.000  1.1497838300e+00  4.3413627620e-02 
 722.000  1.1658759600e+00  4.5127723690e-02 
 723.000  1.1635146600e+00  4.4279850010e-02 
 724.000  1.1705619400e+00  4.2600028990e-02 
 725.000  1.1577819400e+00  4.2382621770e-02 
 726.000  1.1556593700e+00  4.2202381130e-02 
 727.000  1.1727539900e+00  4.3019138340e-02 
 728.000  1.1526039600e+00  4.2017410280e-02 
 729.000  1.1067939300e+00  4.0978015900e-02 
 730.000  1.1476845000e+00  4.2353557590e-02 
 731.000  1.1287590900e+00  4.1572265620e-02 
 732.000  1.1498841600e+00  4.3488933560e-02 
 733.000  1.1320127200e+00  4.4066890720e-02 
 734.000  1.1552353700e+00  4.5564159390e-02 
 735.000  1.1460158200e+00  4.4917701720e-02 
 736.000  1.1249748600e+00  4.3693912510e-02 
 737.000  1.1395703800e+00  4.4506340030e-02 
 738.000  1.1361101900e+00  4.4792774200e-02 
