# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.965
 8.8571      0.026         10.591
 8.7857      0.032         13.181
 8.7143      0.038         15.728
 8.6429      0.045         18.225
 8.5714      0.051         20.662
 8.5000      0.057         23.025
 8.4286      0.063         25.295
 8.3571      0.069         27.443
 8.2857      0.075         29.424
 8.2143      0.082         31.156
 8.1429      0.088         32.473
 8.0714      0.094         32.919
 8.0000      0.100         28.729
