# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020         13.005
 8.8571      0.026         13.490
 8.7857      0.032         13.965
 8.7143      0.038         14.427
 8.6429      0.045         14.876
 8.5714      0.051         15.309
 8.5000      0.057         15.726
 8.4286      0.063         16.124
 8.3571      0.069         16.500
 8.2857      0.075         16.849
 8.2143      0.082         17.169
 8.1429      0.088         17.452
 8.0714      0.094         17.690
 8.0000      0.100         17.871
