# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020         10.337
 8.8571      0.026         11.506
 8.7857      0.032         12.650
 8.7143      0.038         13.768
 8.6429      0.045         14.855
 8.5714      0.051         15.905
 8.5000      0.057         16.912
 8.4286      0.063         17.865
 8.3571      0.069         18.751
 8.2857      0.075         19.550
 8.2143      0.082         20.231
 8.1429      0.088         20.740
 8.0714      0.094         20.967
 8.0000      0.100         20.629
