# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.031
 8.8571      0.026         11.040
 8.7857      0.032         14.009
 8.7143      0.038         16.931
 8.6429      0.045         19.797
 8.5714      0.051         22.598
 8.5000      0.057         25.316
 8.4286      0.063         27.932
 8.3571      0.069         30.413
 8.2857      0.075         32.708
 8.2143      0.082         34.726
 8.1429      0.088         36.282
 8.0714      0.094         36.854
 8.0000      0.100         31.642
