# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.589
 8.8571      0.026          8.949
 8.7857      0.032         10.287
 8.7143      0.038         11.598
 8.6429      0.045         12.878
 8.5714      0.051         14.121
 8.5000      0.057         15.318
 8.4286      0.063         16.459
 8.3571      0.069         17.527
 8.2857      0.075         18.495
 8.2143      0.082         19.320
 8.1429      0.088         19.916
 8.0714      0.094         20.069
 8.0000      0.100         18.807
