# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          9.574
 8.8571      0.026         12.191
 8.7857      0.032         14.768
 8.7143      0.038         17.298
 8.6429      0.045         19.773
 8.5714      0.051         22.182
 8.5000      0.057         24.510
 8.4286      0.063         26.737
 8.3571      0.069         28.833
 8.2857      0.075         30.750
 8.2143      0.082         32.405
 8.1429      0.088         33.632
 8.0714      0.094         33.995
 8.0000      0.100         30.828
