# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.568
 8.8571      0.026         12.513
 8.7857      0.032         16.410
 8.7143      0.038         20.251
 8.6429      0.045         24.024
 8.5714      0.051         27.718
 8.5000      0.057         31.312
 8.4286      0.063         34.782
 8.3571      0.069         38.086
 8.2857      0.075         41.163
 8.2143      0.082         43.900
 8.1429      0.088         46.062
 8.0714      0.094         46.984
 8.0000      0.100         39.020
