# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.395
 8.8571      0.026         11.859
 8.7857      0.032         15.279
 8.7143      0.038         18.648
 8.6429      0.045         21.956
 8.5714      0.051         25.191
 8.5000      0.057         28.337
 8.4286      0.063         31.369
 8.3571      0.069         34.251
 8.2857      0.075         36.928
 8.2143      0.082         39.297
 8.1429      0.088         41.148
 8.0714      0.094         41.887
 8.0000      0.100         35.303
