# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.367
 8.8571      0.026         10.005
 8.7857      0.032         11.617
 8.7143      0.038         13.199
 8.6429      0.045         14.747
 8.5714      0.051         16.253
 8.5000      0.057         17.707
 8.4286      0.063         19.097
 8.3571      0.069         20.403
 8.2857      0.075         21.593
 8.2143      0.082         22.615
 8.1429      0.088         23.359
 8.0714      0.094         23.543
 8.0000      0.100         21.560
