# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.003
 8.8571      0.026         10.734
 8.7857      0.032         13.428
 8.7143      0.038         16.078
 8.6429      0.045         18.677
 8.5714      0.051         21.215
 8.5000      0.057         23.677
 8.4286      0.063         26.044
 8.3571      0.069         28.286
 8.2857      0.075         30.356
 8.2143      0.082         32.171
 8.1429      0.088         33.559
 8.0714      0.094         34.043
 8.0000      0.100         29.504
