# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.521
 8.8571      0.026         11.871
 8.7857      0.032         15.179
 8.7143      0.038         18.437
 8.6429      0.045         21.634
 8.5714      0.051         24.760
 8.5000      0.057         27.798
 8.4286      0.063         30.725
 8.3571      0.069         33.505
 8.2857      0.075         36.083
 8.2143      0.082         38.360
 8.1429      0.088         40.130
 8.0714      0.094         40.816
 8.0000      0.100         34.624
