# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.506
 8.8571      0.026         11.720
 8.7857      0.032         14.891
 8.7143      0.038         18.014
 8.6429      0.045         21.078
 8.5714      0.051         24.073
 8.5000      0.057         26.982
 8.4286      0.063         29.782
 8.3571      0.069         32.440
 8.2857      0.075         34.901
 8.2143      0.082         37.070
 8.1429      0.088         38.748
 8.0714      0.094         39.378
 8.0000      0.100         33.625
