# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.769
 8.8571      0.026          9.744
 8.7857      0.032         11.690
 8.7143      0.038         13.601
 8.6429      0.045         15.473
 8.5714      0.051         17.297
 8.5000      0.057         19.062
 8.4286      0.063         20.752
 8.3571      0.069         22.346
 8.2857      0.075         23.806
 8.2143      0.082         25.070
 8.1429      0.088         26.011
 8.0714      0.094         26.281
 8.0000      0.100         23.555
