# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.474
 8.8571      0.026         12.309
 8.7857      0.032         16.097
 8.7143      0.038         19.830
 8.6429      0.045         23.497
 8.5714      0.051         27.086
 8.5000      0.057         30.578
 8.4286      0.063         33.947
 8.3571      0.069         37.156
 8.2857      0.075         40.141
 8.2143      0.082         42.795
 8.1429      0.088         44.888
 8.0714      0.094         45.770
 8.0000      0.100         38.110
