# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.815
 8.8571      0.026         10.204
 8.7857      0.032         11.570
 8.7143      0.038         12.910
 8.6429      0.045         14.218
 8.5714      0.051         15.488
 8.5000      0.057         16.712
 8.4286      0.063         17.879
 8.3571      0.069         18.970
 8.2857      0.075         19.960
 8.2143      0.082         20.801
 8.1429      0.088         21.404
 8.0714      0.094         21.543
 8.0000      0.100         20.166
