# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.555
 8.8571      0.026          9.182
 8.7857      0.032         10.781
 8.7143      0.038         12.349
 8.6429      0.045         13.880
 8.5714      0.051         15.367
 8.5000      0.057         16.799
 8.4286      0.063         18.165
 8.3571      0.069         19.445
 8.2857      0.075         20.607
 8.2143      0.082         21.601
 8.1429      0.088         22.327
 8.0714      0.094         22.536
 8.0000      0.100         21.063
