# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.691
 8.8571      0.026          9.312
 8.7857      0.032         10.904
 8.7143      0.038         12.461
 8.6429      0.045         13.979
 8.5714      0.051         15.449
 8.5000      0.057         16.862
 8.4286      0.063         18.206
 8.3571      0.069         19.462
 8.2857      0.075         20.602
 8.2143      0.082         21.580
 8.1429      0.088         22.312
 8.0714      0.094         22.614
 8.0000      0.100         21.844
