# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.323
 8.8571      0.026         11.767
 8.7857      0.032         15.167
 8.7143      0.038         18.516
 8.6429      0.045         21.805
 8.5714      0.051         25.023
 8.5000      0.057         28.151
 8.4286      0.063         31.167
 8.3571      0.069         34.035
 8.2857      0.075         36.699
 8.2143      0.082         39.059
 8.1429      0.088         40.906
 8.0714      0.094         41.648
 8.0000      0.100         35.034
