# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.320
 8.8571      0.026         11.773
 8.7857      0.032         15.183
 8.7143      0.038         18.542
 8.6429      0.045         21.840
 8.5714      0.051         25.065
 8.5000      0.057         28.201
 8.4286      0.063         31.224
 8.3571      0.069         34.098
 8.2857      0.075         36.766
 8.2143      0.082         39.128
 8.1429      0.088         40.974
 8.0714      0.094         41.712
 8.0000      0.100         35.149
