# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.261
 8.8571      0.026          9.951
 8.7857      0.032         12.604
 8.7143      0.038         15.214
 8.6429      0.045         17.773
 8.5714      0.051         20.273
 8.5000      0.057         22.697
 8.4286      0.063         25.029
 8.3571      0.069         27.237
 8.2857      0.075         29.277
 8.2143      0.082         31.067
 8.1429      0.088         32.440
 8.0714      0.094         32.931
 8.0000      0.100         28.484
