# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.175
 8.8571      0.026         11.646
 8.7857      0.032         15.074
 8.7143      0.038         18.450
 8.6429      0.045         21.765
 8.5714      0.051         25.007
 8.5000      0.057         28.159
 8.4286      0.063         31.197
 8.3571      0.069         34.085
 8.2857      0.075         36.767
 8.2143      0.082         39.141
 8.1429      0.088         40.998
 8.0714      0.094         41.743
 8.0000      0.100         35.165
