# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.090
 8.8571      0.026          8.751
 8.7857      0.032         10.384
 8.7143      0.038         11.985
 8.6429      0.045         13.547
 8.5714      0.051         15.065
 8.5000      0.057         16.527
 8.4286      0.063         17.921
 8.3571      0.069         19.227
 8.2857      0.075         20.415
 8.2143      0.082         21.432
 8.1429      0.088         22.179
 8.0714      0.094         22.409
 8.0000      0.100         20.980
