# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.833
 8.8571      0.026         12.474
 8.7857      0.032         16.069
 8.7143      0.038         19.610
 8.6429      0.045         23.089
 8.5714      0.051         26.492
 8.5000      0.057         29.801
 8.4286      0.063         32.993
 8.3571      0.069         36.029
 8.2857      0.075         38.850
 8.2143      0.082         41.350
 8.1429      0.088         43.310
 8.0714      0.094         44.104
 8.0000      0.100         37.025
