# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.742
 8.8571      0.026         12.104
 8.7857      0.032         15.423
 8.7143      0.038         18.692
 8.6429      0.045         21.901
 8.5714      0.051         25.039
 8.5000      0.057         28.088
 8.4286      0.063         31.027
 8.3571      0.069         33.819
 8.2857      0.075         36.408
 8.2143      0.082         38.696
 8.1429      0.088         40.477
 8.0714      0.094         41.167
 8.0000      0.100         34.881
