# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.590
 8.8571      0.026          8.911
 8.7857      0.032         10.208
 8.7143      0.038         11.477
 8.6429      0.045         12.715
 8.5714      0.051         13.915
 8.5000      0.057         15.069
 8.4286      0.063         16.167
 8.3571      0.069         17.191
 8.2857      0.075         18.118
 8.2143      0.082         18.907
 8.1429      0.088         19.480
 8.0714      0.094         19.658
 8.0000      0.100         18.754
