# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          9.720
 8.8571      0.026         11.883
 8.7857      0.032         14.021
 8.7143      0.038         16.127
 8.6429      0.045         18.196
 8.5714      0.051         20.220
 8.5000      0.057         22.188
 8.4286      0.063         24.085
 8.3571      0.069         25.889
 8.2857      0.075         27.561
 8.2143      0.082         29.036
 8.1429      0.088         30.173
 8.0714      0.094         30.571
 8.0000      0.100         26.251
