# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.039
 8.8571      0.026         10.913
 8.7857      0.032         13.749
 8.7143      0.038         16.539
 8.6429      0.045         19.276
 8.5714      0.051         21.950
 8.5000      0.057         24.544
 8.4286      0.063         27.039
 8.3571      0.069         29.404
 8.2857      0.075         31.589
 8.2143      0.082         33.508
 8.1429      0.088         34.982
 8.0714      0.094         35.509
 8.0000      0.100         30.634
