# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.942
 8.8571      0.026         10.484
 8.7857      0.032         12.990
 8.7143      0.038         15.455
 8.6429      0.045         17.871
 8.5714      0.051         20.228
 8.5000      0.057         22.513
 8.4286      0.063         24.707
 8.3571      0.069         26.781
 8.2857      0.075         28.692
 8.2143      0.082         30.360
 8.1429      0.088         31.625
 8.0714      0.094         32.043
 8.0000      0.100         28.091
