# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.799
 8.8571      0.026         10.053
 8.7857      0.032         11.284
 8.7143      0.038         12.488
 8.6429      0.045         13.664
 8.5714      0.051         14.806
 8.5000      0.057         15.910
 8.4286      0.063         16.971
 8.3571      0.069         17.981
 8.2857      0.075         18.930
 8.2143      0.082         19.804
 8.1429      0.088         20.585
 8.0714      0.094         21.241
 8.0000      0.100         21.720
