# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.004
 8.8571      0.026         10.756
 8.7857      0.032         13.471
 8.7143      0.038         16.145
 8.6429      0.045         18.768
 8.5714      0.051         21.331
 8.5000      0.057         23.820
 8.4286      0.063         26.216
 8.3571      0.069         28.488
 8.2857      0.075         30.590
 8.2143      0.082         32.439
 8.1429      0.088         33.864
 8.0714      0.094         34.380
 8.0000      0.100         29.505
