# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.364
 8.8571      0.026         10.964
 8.7857      0.032         13.527
 8.7143      0.038         16.047
 8.6429      0.045         18.517
 8.5714      0.051         20.926
 8.5000      0.057         23.262
 8.4286      0.063         25.503
 8.3571      0.069         27.622
 8.2857      0.075         29.573
 8.2143      0.082         31.274
 8.1429      0.088         32.561
 8.0714      0.094         32.979
 8.0000      0.100         28.988
