# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.393
 8.8571      0.026          9.759
 8.7857      0.032         11.100
 8.7143      0.038         12.411
 8.6429      0.045         13.690
 8.5714      0.051         14.928
 8.5000      0.057         16.118
 8.4286      0.063         17.249
 8.3571      0.069         18.303
 8.2857      0.075         19.256
 8.2143      0.082         20.067
 8.1429      0.088         20.657
 8.0714      0.094         20.854
 8.0000      0.100         20.036
