# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.556
 8.8571      0.026         12.206
 8.7857      0.032         15.809
 8.7143      0.038         19.357
 8.6429      0.045         22.841
 8.5714      0.051         26.245
 8.5000      0.057         29.554
 8.4286      0.063         32.741
 8.3571      0.069         35.769
 8.2857      0.075         38.577
 8.2143      0.082         41.058
 8.1429      0.088         42.991
 8.0714      0.094         43.751
 8.0000      0.100         37.067
