# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          9.366
 8.8571      0.026         11.690
 8.7857      0.032         13.978
 8.7143      0.038         16.225
 8.6429      0.045         18.424
 8.5714      0.051         20.565
 8.5000      0.057         22.635
 8.4286      0.063         24.615
 8.3571      0.069         26.479
 8.2857      0.075         28.183
 8.2143      0.082         29.654
 8.1429      0.088         30.742
 8.0714      0.094         31.048
 8.0000      0.100         28.099
