# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          9.912
 8.8571      0.026         11.185
 8.7857      0.032         12.433
 8.7143      0.038         13.654
 8.6429      0.045         14.842
 8.5714      0.051         15.993
 8.5000      0.057         17.097
 8.4286      0.063         18.143
 8.3571      0.069         19.118
 8.2857      0.075         19.996
 8.2143      0.082         20.739
 8.1429      0.088         21.278
 8.0714      0.094         21.459
 8.0000      0.100         20.797
